연번,사업장명,주소,위도,경도,데이터기준일자
658,세븐일레븐 광주평동역점,"광주광역시 광산구 평동산단로 192, 1층(월전동)",35.12397823,126.7685282,2024-04-30
659,씨유 하남3지구점,"광주광역시 광산구 고봉로 96, 1층(하남동)",35.18344541,126.7971828,2024-04-30
660,씨스페이스 광주도산점,"광주광역시 광산구 송도로 151-1, 1층(도산동)",35.12857272,126.7920892,2024-04-30
661,세븐일레븐 광주진곡골드팰리스점,"광주광역시 광산구 임곡로 425-7, 1층 101호(고룡동)",35.21024414,126.7815794,2024-04-30
662,세븐일레븐 광주광산환영점,광주광역시 광산구 사암로 823(도천동),35.21550531,126.820769,2024-04-30
663,가족마트,"광주광역시 광산구 월전로 22-29, 1층(월전동)",35.12253914,126.7775943,2024-04-30
664,이마트24 광주신창대라수점,"광주광역시 광산구 장신로 326, 110동 B13~14호",35.1926474,126.8449321,2024-04-30
665,주식회사 오픈박스광주첨단점,광주광역시 광산구 북문대로 431(신창동),35.19394601,126.8472991,2024-04-30
666,씨유 하남중앙점,"광주광역시 광산구 고봉로 67, 1층(하남동)",35.18193332,126.7997919,2024-04-30
667,지에스(GS)25 진곡센터점,광주광역시 광산구 진곡산단5번로 57-23(진곡동),35.21006467,126.7834825,2024-04-30
668,광장마트,광주광역시 광산구 북문대로 354(신창동),35.1910095,126.8541782,2024-04-30
669,유한회사 효덕개발,"광주광역시 남구 서문대로749번마길 30, 상가동 101호(진월동)",35.12306743,126.8929218,2024-04-30
670,지에스25 월곡센터점,광주광역시 광산구 산정공원로 76(월곡동),35.17423357,126.8064977,2024-04-30
671,씨유 호남대3호관점,"광주광역시 광산구 호남대길 75, 지하1층(서봉동)",35.15184231,126.7676604,2024-04-30
672,세븐일레븐 신창삼능점,"광주광역시 광산구 신창로 20, 삼능아파트 상가동 101-2호(신창동)",35.18692863,126.8380201,2024-04-30
673,씨유(CU) 첨단대라수점,"광주광역시 광산구 첨단중앙로182번길 90, 상가동 1층 112호(쌍암동)",35.22135828,126.8511384,2024-04-30
674,지에스25 우산리버힐점,"광주광역시 광산구 우산로 50, 1층(우산동)",35.1579552,126.8060207,2024-04-30
675,씨유 광주어등점,"광주광역시 광산구 여대길 303, 상가동 1층 101호(산정동)",35.16665261,126.7939742,2024-04-30
676,이마트24 하남3지구점,광주광역시 광산구 하남마항로29번길 26(하남동),35.18398059,126.7976375,2024-04-30
677,주안수퍼,"광주광역시 광산구 상무대로 137-2, 상가동 1층 105호(송정동)",35.1339369,126.7884376,2024-04-30
678,장보고싶은마트 목련점,"광주광역시 광산구 목련로 41, 상가동 1층(산정동)",35.17518674,126.8021355,2024-04-30
679,이마트24 산정태양점,"광주광역시 광산구 산정공원로59번길 40, 1층(산정동)",35.1730663,126.8040778,2024-04-30
680,지에스25 수완지구점,"광주광역시 광산구 장신로 176, 101호(수완동)",35.19044785,126.8293346,2024-04-30
681,지에스25 송정더마켓점,"광주광역시 광산구 광산로20번길 31, 1층(송정동)",35.13704185,126.7954646,2024-04-30
682,지에스25 우산센터점,"광주광역시 광산구 우산로96번길 82, 1층(우산동)",35.15269067,126.8104243,2024-04-30
683,한가람유지,광주광역시 광산구 임방울대로 142-12,35.17200663,126.8194865,2024-04-30
684,세븐일레븐 광주교통방송점,광주광역시 광산구 첨단중앙로182번길 46,35.22165518,126.8462315,2024-04-30
685,하남 고기마트&청과야채도소매,광주광역시 광산구 손재로110번길 27,35.17622811,126.7985486,2024-04-30
686,지에스25 광산스테이점,"광주광역시 광산구 무진대로211번길 16,1층(우산동)",35.1630926,126.8040716,2024-04-30
687,오피스알파 광주첨단,광주광역시 광산구 산월로 13(월계동),35.20905676,126.8387695,2024-04-30
688,팜스로컬푸드마켓 주식회사,광주광역시 광산구 풍영로200번길 21(장덕동),35.18937158,126.8155965,2024-04-30
689,FM마트 산정,"광주광역시 광산구 목련로 73-1,1층(산정동)",35.17250361,126.8059402,2024-04-30
690,지에스25 수완아울렛점,"광주광역시 광산구 풍영로 200번길 81, 1층",35.18985927,126.8187274,2024-04-30
691,지에스25 수완아울렛점,"광주광역시 광산구 광산구 풍영로 200번길 81, 1층",35.18985927,126.8187274,2024-04-30
692,지에스25 도산빌리지점,광주광역시 광산구 광산구 송도로182번길 15-3,35.13052246,126.7949479,2024-04-30
693,하남마트,광주광역시 광산구 광산구 무진대로231번길 29-13(우산동 1577-3),35.16342573,126.8052927,2024-04-30
694,씨유 첨단호반1차점,"광주광역시 광산구 광산구 월계로 117-35, 상가동 101~1012호",35.21608459,126.8374175,2024-04-30
